"FECHA;DESDE;HASTA;LINEA;MOLINETE;ESTACION;pax_pagos;pax_pases_pagos;pax_franq;pax_TOTAL"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Corrientes_Sur_Turn02;Corrientes;5;0;0;5"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Cordoba_Turn03;Cordoba;19;0;0;19"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Venezuela_Norte_Turn02;Venezuela;1;0;0;1"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Hospitales_Norte_Turn02;Hospitales;13;0;0;13"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_HPrimo_Sur_Turn02;Humberto I;19;0;0;19"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_SantaFe_Norte_Turn02;Santa Fe;0;0;1;1"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Corrientes_Sur_Turn01;Corrientes;7;0;0;7"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_LasHeras_Turn03;Las Heras;15;0;0;15"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_SantaFe_Sur_Turn01;Santa Fe;12;0;0;12"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_LasHeras_Turn02;Las Heras;9;0;0;9"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Patricios_Turn02;Patricios;13;0;2;15"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Inclan_Norte_Turn01;Inclan;20;0;0;20"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Patricios_Turn04;Patricios;3;0;0;3"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Patricios_Turn05;Patricios;6;0;0;6"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Hospitales_Norte_Turn03;Hospitales;11;0;0;11"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Venezuela_Sur_Turn01;Venezuela;10;0;0;10"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_FDerecho_Norte_Turn06;Facultad de Derecho;1;0;0;1"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_Once_Sur_Turn01;Once;4;0;0;4"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_FDerecho_Norte_Turn03;Facultad de Derecho;2;0;0;2"
"3/2/2024;20:15:00;20:30:00;LineaH;LineaH_FDerecho_Sur_Turn06;Facultad de Derecho;19;0;0;19"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Urquiza_Turn03;Urquiza;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Catalinas_N_Turn03;Catalinas;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_S_Turn05;Correo Central;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_N_Turn02;Correo Central;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_S_Turn04;Correo Central;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_N_Turn02;Retiro E;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_ERios_Turn03;Entre Rios;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Bolivar_N_Turn01;Bolivar;7;0;1;8"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Belgrano_Turn01;General Belgrano;11;0;0;11"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Indepen_Turn02;Independencia.H;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Catalinas_N_Turn06;Catalinas;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Bolivar_N_Turn02;Bolivar;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_S_Turn01;Retiro E;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Virreyes_E_Turn03;Pza. de los Virreyes;17;0;0;17"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_S_Turn03;Correo Central;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_N_Turn03;Correo Central;3;0;4;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Jujuy_Turn02;Jujuy;14;0;0;14"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_S_Turn04;Retiro E;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_ERios_Turn02;Entre Rios;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_N_Turn05;Retiro E;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_EMitre_Turn01;Emilio Mitre;10;0;0;10"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Bolivar_N_Turn03;Bolivar;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_CCentral_S_Turn02;Correo Central;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Medalla_Turn01;Medalla Milagrosa;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Bolivar_N_Turn05;Bolivar;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Indepen_Turn01;Independencia.H;7;0;1;8"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Jujuy_Turn03;Jujuy;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_LaPlata_Turn02;Avenida La Plata;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_N_Turn03;Retiro E;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_ERios_Turn01;Entre Rios;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_S_Turn05;Retiro E;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_SanJose_Turn02;San Jose;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Boedo_Turn01;Boedo;13;0;1;14"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_S_Turn02;Retiro E;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_S_Turn03;Retiro E;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Boedo_Turn02;Boedo;9;0;0;9"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Medalla_Turn02;Medalla Milagrosa;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Catalinas_N_Turn04;Catalinas;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Urquiza_Turn02;Urquiza;9;0;0;9"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Varela_Turn01;Varela;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_RetiroE_N_Turn04;Retiro E;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Catalinas_S_Turn01;Catalinas;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Indepen_Turn04;Independencia.H;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Virreyes_Turn01;Pza. de los Virreyes;0;0;3;3"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Virreyes_E_Turn02;Pza. de los Virreyes;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Pichin_Turn02;Pichincha;7;0;1;8"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_EMitre_Turn02;Emilio Mitre;8;0;0;8"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_LaPlata_Turn01;Avenida La Plata;13;0;0;13"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Catalinas_N_Turn07;Catalinas;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Varela_Turn02;Varela;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Moreno_Turn02;Jose Maria Moreno;10;0;0;10"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Belgrano_Turn02;General Belgrano;8;0;0;8"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Pichin_Turn03;Pichincha;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Virreyes_E_Turn04;Pza. de los Virreyes;23;0;0;23"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_SanJose_Turn01;San Jose;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Boedo_Turn03;Boedo;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Indepen_Turn03;Independencia.H;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_Moreno_Turn01;Jose Maria Moreno;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaE;LineaE_LaPlata_Turn03;Avenida La Plata;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Sur_Turn02;Santa Fe;15;0;0;15"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Inclan_Norte_Turn01;Inclan;15;0;0;15"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Patricios_Turn03;Patricios;8;0;0;8"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_FDerecho_Norte_Turn03;Facultad de Derecho;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Norte_Turn05;Santa Fe;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_HPrimo_Sur_Turn01;Humberto I;16;0;0;16"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Corrientes_Sur_Turn02;Corrientes;8;0;0;8"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Sur_Turn01;Once;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_FDerecho_Sur_Turn03;Facultad de Derecho;27;0;0;27"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_LasHeras_Turn01;Las Heras;3;0;0;3"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Caseros_Sur_Turn02;Caseros;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Norte_Turn02;Hospitales;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Norte_Turn03;Santa Fe;39;0;0;39"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Sur_Turn04;Santa Fe;0;0;1;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Norte_Turn02;Once;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Venezuela_Norte_Turn02;Venezuela;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_FDerecho_Sur_Turn06;Facultad de Derecho;14;0;0;14"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Patricios_Turn01;Patricios;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Norte_Turn03;Once;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Corrientes_Norte_Turn02;Corrientes;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_HPrimo_Sur_Turn02;Humberto I;13;0;0;13"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Norte_Turn03;Hospitales;7;0;0;7"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Sur_Turn02;Once;18;0;0;18"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_LasHeras_Turn04;Las Heras;20;0;0;20"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Patricios_Turn02;Patricios;5;0;0;5"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Corrientes_Norte_Turn03;Corrientes;1;0;0;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Sur_Turn01;Santa Fe;17;0;0;17"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Sur_Turn04;Once;28;0;0;28"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Caseros_Norte_Turn02;Caseros;8;0;1;9"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_LasHeras_Turn03;Las Heras;18;0;0;18"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Venezuela_Sur_Turn01;Venezuela;18;0;0;18"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Sur_Turn02;Hospitales;11;0;0;11"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Inclan_Norte_Turn02;Inclan;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Venezuela_Norte_Turn01;Venezuela;8;0;0;8"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Once_Norte_Turn01;Once;2;0;0;2"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Sur_Turn01;Hospitales;4;0;0;4"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Caseros_Sur_Turn01;Caseros;10;0;0;10"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Norte_Turn01;Hospitales;11;0;0;11"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Norte_Turn01;Santa Fe;0;0;1;1"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Cordoba_Turn03;Cordoba;14;0;0;14"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Corrientes_Sur_Turn01;Corrientes;6;0;0;6"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_LasHeras_Turn02;Las Heras;11;0;0;11"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Venezuela_Sur_Turn02;Venezuela;12;0;0;12"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_SantaFe_Norte_Turn04;Santa Fe;9;0;0;9"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Cordoba_Turn01;Cordoba;17;0;1;18"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Patricios_Turn05;Patricios;9;0;0;9"
"3/2/2024;20:30:00;20:45:00;LineaH;LineaH_Hospitales_Sur_Turn03;Hospitales;10;0;0;10"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Medalla_Turn01;Medalla Milagrosa;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_S_Turn04;Correo Central;11;0;0;11"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Bolivar_N_Turn05;Bolivar;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_N_Turn02;Correo Central;4;0;0;4"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_S_Turn05;Retiro E;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Urquiza_Turn03;Urquiza;4;0;0;4"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Indepen_Turn03;Independencia.H;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Virreyes_E_Turn03;Pza. de los Virreyes;15;0;0;15"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Jujuy_Turn02;Jujuy;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Indepen_Turn02;Independencia.H;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_S_Turn02;Retiro E;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Indepen_Turn01;Independencia.H;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Bolivar_N_Turn01;Bolivar;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Medalla_Turn02;Medalla Milagrosa;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Boedo_Turn02;Boedo;13;0;0;13"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_S_Turn01;Correo Central;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_SanJose_Turn01;San Jose;9;0;1;10"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_ERios_Turn03;Entre Rios;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Boedo_Turn01;Boedo;14;0;2;16"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_LaPlata_Turn02;Avenida La Plata;11;0;0;11"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_LaPlata_Turn03;Avenida La Plata;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Bolivar_N_Turn02;Bolivar;3;0;1;4"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Moreno_Turn02;Jose Maria Moreno;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Belgrano_Turn01;General Belgrano;13;0;1;14"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_ERios_Turn02;Entre Rios;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_N_Turn05;Retiro E;4;0;0;4"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Varela_Turn02;Varela;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Bolivar_N_Turn04;Bolivar;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_S_Turn05;Correo Central;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Pichin_Turn02;Pichincha;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_N_Turn04;Correo Central;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_S_Turn01;Retiro E;17;0;0;17"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_EMitre_Turn01;Emilio Mitre;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Jujuy_Turn03;Jujuy;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Moreno_Turn01;Jose Maria Moreno;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Boedo_Turn03;Boedo;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_S_Turn03;Correo Central;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Varela_Turn01;Varela;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Virreyes_E_Turn02;Pza. de los Virreyes;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_SanJose_Turn02;San Jose;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_ERios_Turn01;Entre Rios;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_CCentral_N_Turn03;Correo Central;0;0;1;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_EMitre_Turn02;Emilio Mitre;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_N_Turn02;Retiro E;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Catalinas_N_Turn06;Catalinas;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Pichin_Turn01;Pichincha;0;0;1;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_N_Turn01;Retiro E;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Bolivar_N_Turn03;Bolivar;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_S_Turn04;Retiro E;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Belgrano_Turn02;General Belgrano;11;0;0;11"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Virreyes_E_Turn04;Pza. de los Virreyes;21;0;0;21"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Pichin_Turn03;Pichincha;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Virreyes_Turn03;Pza. de los Virreyes;0;0;1;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Urquiza_Turn02;Urquiza;17;0;0;17"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Virreyes_E_Turn01;Pza. de los Virreyes;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_LaPlata_Turn01;Avenida La Plata;13;0;0;13"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_N_Turn03;Retiro E;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_RetiroE_S_Turn03;Retiro E;12;0;0;12"
"3/2/2024;20:45:00;21:00:00;LineaE;LineaE_Catalinas_N_Turn04;Catalinas;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Inclan_Norte_Turn01;Inclan;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Corrientes_Sur_Turn02;Corrientes;11;0;0;11"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Patricios_Turn04;Patricios;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Patricios_Turn05;Patricios;11;0;0;11"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Corrientes_Norte_Turn01;Corrientes;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Norte_Turn02;Hospitales;16;0;0;16"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Caseros_Sur_Turn02;Caseros;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Once_Norte_Turn01;Once;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Once_Sur_Turn02;Once;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Sur_Turn03;Facultad de Derecho;17;0;0;17"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Caseros_Sur_Turn01;Caseros;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Norte_Turn06;Facultad de Derecho;2;0;0;2"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Once_Norte_Turn02;Once;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Inclan_Norte_Turn02;Inclan;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Sur_Turn02;Hospitales;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_LasHeras_Turn02;Las Heras;10;0;0;10"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Once_Sur_Turn04;Once;13;0;1;14"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Sur_Turn01;Hospitales;5;0;0;5"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Sur_Turn02;Santa Fe;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_HPrimo_Sur_Turn02;Humberto I;13;0;1;14"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Caseros_Norte_Turn02;Caseros;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Norte_Turn04;Santa Fe;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Venezuela_Sur_Turn02;Venezuela;10;0;0;10"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Norte_Turn01;Santa Fe;0;0;2;2"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_LasHeras_Turn01;Las Heras;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Patricios_Turn01;Patricios;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Norte_Turn03;Santa Fe;22;0;0;22"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Corrientes_Sur_Turn01;Corrientes;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Norte_Turn03;Facultad de Derecho;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_LasHeras_Turn04;Las Heras;19;0;0;19"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Norte_Turn01;Hospitales;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Venezuela_Sur_Turn01;Venezuela;9;0;0;9"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Cordoba_Turn03;Cordoba;18;0;0;18"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Norte_Turn05;Facultad de Derecho;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Sur_Turn01;Santa Fe;12;0;0;12"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Cordoba_Turn01;Cordoba;12;0;0;12"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Sur_Turn03;Hospitales;3;0;0;3"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_LasHeras_Turn03;Las Heras;12;0;0;12"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Venezuela_Norte_Turn02;Venezuela;1;0;0;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Sur_Turn06;Facultad de Derecho;6;0;0;6"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Norte_Turn02;Santa Fe;0;0;1;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Patricios_Turn02;Patricios;15;0;0;15"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Once_Norte_Turn03;Once;4;0;0;4"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Patricios_Turn03;Patricios;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_HPrimo_Sur_Turn01;Humberto I;8;0;0;8"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_Hospitales_Norte_Turn03;Hospitales;7;0;0;7"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_FDerecho_Norte_Turn01;Facultad de Derecho;0;0;1;1"
"3/2/2024;20:45:00;21:00:00;LineaH;LineaH_SantaFe_Sur_Turn03;Santa Fe;0;0;1;1"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_RetiroE_S_Turn04;Retiro E;1;0;0;1"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Virreyes_Turn04;Pza. de los Virreyes;0;0;2;2"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Indepen_Turn02;Independencia.H;7;0;0;7"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Pichin_Turn03;Pichincha;5;0;0;5"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Jujuy_Turn02;Jujuy;8;0;0;8"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Boedo_Turn02;Boedo;12;0;0;12"
"3/2/2024;21:00:00;21:15:00;LineaE;LineaE_Indepen_Turn04;Independencia.H;1;0;0;1"
