id,estacion,linea,grado,betweenness,closeness,autovector,excentricidad,r_grado,r_grado_periferia,r_betweenness,r_betweenness_periferia,r_closeness,r_closeness_periferia,r_autovector,r_autovector_periferia,r_excentricidad,r_excentricidad_periferia,score_central,score_periferico,lat,long,clave_estacion,nombre_norm,demanda_potencial,radios_cubiertos,pasajeros_diarios_promedio,pasajeros_totales_periodo,dias_observados,educacion,salud,comercio,atraccion_total,betweenness_uniforme,betweenness_demanda,betweenness_atraccion,cambio_demanda_vs_uniforme,cambio_atraccion_vs_demanda,betweenness_sube,cambio_sube_vs_atraccion
77,Correo Central,E,3.0,0.06767109295199183,0.05,0.19809236585716314,39,6.0,72.0,57.0,34.0,24.0,65.0,12.0,79.0,18.0,70.0,23.4,64.0,-34.60301391,-58.3704125,Correo Central (E),correo central,19036,36,4141.32967032967,1507444,364,15,5,19,39,0.06616729088639196,0.027000708237347036,0.029090541018466504,-0.03916658264904493,0.0020898327811194675,0.04793182366959571,0.018841282651129207
23,Callao,B,2.0,0.10848655090228125,0.05056818181818182,0.08872819260319321,40,20.0,9.0,36.0,55.0,20.0,71.0,28.0,63.0,22.0,62.0,25.2,52.0,-34.60441954,-58.39231424,Callao (B),callao,69278,111,8552.332417582418,3113049,364,44,24,39,107,0.10607573866000825,0.05210556501091973,0.06258136308717735,-0.053970173649088515,0.01047579807625762,0.15522975654310103,0.09264839345592368
62,Independencia,E,3.0,0.12359550561797754,0.04925290536801328,0.20245203095968334,44,6.0,72.0,26.0,65.0,32.0,58.0,10.0,81.0,54.0,32.0,25.6,61.6,-34.61793739,-58.38153494,Independencia (E),independencia,60129,95,5440.720812182741,2143644,364,13,4,25,42,0.12084893882646688,0.06536107995864855,0.060525698009236135,-0.05548785886781833,-0.0048353819494124164,0.06198859878429025,0.0014629007750541143
2,Perú,A,4.0,0.08482294858699349,0.05,0.23775306478735123,43,1.0,86.0,54.0,37.0,24.0,65.0,5.0,86.0,45.0,38.0,25.8,62.4,-34.60855907,-58.37426773,Perú (A),peru,22445,40,5286.607142857143,1924325,364,24,11,26,61,0.08293799417394918,0.0432746015529945,0.04608726543593366,-0.039663392620954675,0.0028126638829391593,0.07214575918868697,0.026058493752753313
48,Facultad de Medicina,D,2.0,0.11657303370786518,0.049444444444444444,0.08408310955791148,40,20.0,9.0,30.0,61.0,29.0,62.0,30.0,61.0,22.0,62.0,26.2,51.0,-34.59975708,-58.39792375,Facultad de Medicina (D),facultad de medicina,90884,123,8617.887323943662,2447480,284,41,23,18,82,0.11398252184769027,0.08778018422291667,0.11175910020970961,-0.0262023376247736,0.023978915986792942,0.1533857201347989,0.04162661992508929
40,Moreno,C,2.0,0.06920326864147089,0.050225733634311515,0.20071457119368571,40,20.0,9.0,56.0,35.0,22.0,68.0,11.0,80.0,22.0,62.0,26.2,50.8,-34.61261728,-58.38044447,Moreno (C),moreno,52063,84,2849.510989010989,1037222,364,19,8,11,38,0.06766541822721595,0.04181394813699034,0.0404861676981561,-0.025851470090225606,-0.0013277804388342404,0.12408218113865178,0.08359601344049569
4,Lima,A,3.0,0.10401770514130067,0.04922566371681416,0.2111485192124412,43,6.0,72.0,43.0,48.0,34.0,57.0,7.0,84.0,45.0,38.0,27.0,59.8,-34.60909981,-58.3822324,Lima (A),lima,44670,75,4098.159340659341,1491730,364,13,6,12,31,0.10170620058260496,0.06541476453213074,0.06830553659819608,-0.03629143605047422,0.0028907720660653335,0.11357962478872055,0.045274088190524475
61,Belgrano,E,2.0,0.08516343207354443,0.050654524758110414,0.2227941489812759,42,20.0,9.0,53.0,38.0,18.0,72.0,6.0,85.0,38.0,47.0,27.0,50.2,-34.61284911,-58.37758089,Belgrano (E),belgrano,42199,72,2338.8626373626375,851346,364,20,7,19,46,0.08327091136079903,0.044302313678321326,0.04453210710093532,-0.03896859768247771,0.00022979342261399138,0.04946930805328966,0.004937200952354344
47,Callao,D,2.0,0.11529622063329929,0.049144119271120924,0.11556138061515306,41,20.0,9.0,32.0,59.0,35.0,56.0,22.0,69.0,30.0,54.0,27.8,49.4,-34.59963955,-58.39312518,Callao (D),callao,77743,111,6321.424332344213,2130320,317,56,21,46,123,0.11273408239700364,0.08248826080883731,0.10139759499553519,-0.030245821588166327,0.01890933418669788,0.14432091377699388,0.04292331878145869
63,San José,E,2.0,0.11350868232890705,0.04925290536801328,0.14158213014998808,42,20.0,9.0,35.0,56.0,32.0,58.0,18.0,73.0,38.0,47.0,28.6,48.6,-34.62233949,-58.38514855,San José (E),san jose,64362,93,1834.3131868131868,667690,364,22,1,15,38,0.11098626716604244,0.05860724956548312,0.05166792212224375,-0.052379017600559324,-0.006939327443239371,0.05116164320283875,-0.0005062789194049955
